|tripnum     |depotcode|transporter               |vehiclereg|startdate              |stopdate               |avg_percent|loaddate                     |total_trip_time|total_distance|
|2024-0046716|EB21     |Unitrans Supply Chain Sols|CAA130046 |2024-08-10 21:34:00.000|                       |93.85      |2024-08-10 21:29:00.000 +0200|               |0             |
|2024-0047353|EB21     |Makwande                  |KS49XLGP  |2024-08-13 16:54:00.000|2024-08-14 01:01:00.000|69.54      |2024-08-13 16:54:00.000 +0200|29,220         |55            |
|2024-0047353|EB21     |Makwande                  |KS49WRGP  |2024-08-13 16:54:00.000|2024-08-14 01:01:00.000|90.48      |2024-08-13 16:54:00.000 +0200|29,220         |55            |
|2024-0051283|EA35     |Unitrans Supply Chain Sols|CAA133421 |                       |                       |91.18      |                             |               |386           |
|2024-0054799|EA33     |Unitrans Supply Chain Sols|CAA418992 |2024-09-17 16:44:00.000|                       |91.38      |2024-09-17 16:01:00.000 +0200|               |0             |
|2024-0055961|EA33     |Tanker Services Fuel      |FP30TYGP  |2024-09-23 11:50:00.000|                       |89.73      |2024-09-23 11:43:00.000 +0200|               |0             |
|2024-0059170|EB21     |Unitrans Supply Chain Sols|CAA457059 |2024-10-08 13:47:00.000|2024-10-09 08:05:00.000|93.94      |2024-10-08 13:46:00.000 +0200|65,880         |228           |
|2024-0048261|EB06     |Reef Tankers              |HJ29KTGP  |2024-08-17 23:29:00.000|                       |94.07      |2024-08-17 23:23:00.000 +0200|               |0             |
|2024-0049048|EA33     |Unitrans Supply Chain Sols|CAA329952 |2024-08-21 17:58:00.000|2024-08-22 00:54:00.000|90.47      |2024-08-21 17:08:00.000 +0200|24,960         |145           |
|2024-0049377|EA33     |Unitrans Supply Chain Sols|CAA418992 |2024-08-23 09:02:00.000|2024-08-23 14:38:00.000|76.62      |2024-08-23 08:59:00.000 +0200|20,160         |97            |
|2024-0051241|EB21     |Unitrans Supply Chain Sols|CAA425438 |                       |                       |79.59      |                             |               |363           |
|2024-0062549|EA33     |Unitrans Supply Chain Sols|CAA425438 |2024-10-24 00:00:00.000|2024-10-24 14:02:00.000|93.96      |2024-10-23 23:57:00.000 +0200|50,520         |101           |
|2024-0052453|EB21     |Makwande                  |KNF950MP  |2024-09-06 20:58:00.000|2024-09-07 01:35:00.000|86.56      |2024-09-06 20:57:00.000 +0200|16,620         |178           |
|2024-0053144|EA35     |Unitrans Supply Chain Sols|CAA330049 |2024-09-10 08:33:00.000|                       |73.83      |2024-09-10 08:33:00.000 +0200|               |0             |
|2024-0056857|EB21     |Makwande                  |KS49XBGP  |2024-09-27 15:08:00.000|                       |94.44      |2024-09-27 15:08:00.000 +0200|               |0             |
|2024-0056857|EB21     |Makwande                  |KS49WFGP  |2024-09-27 15:08:00.000|                       |69.98      |2024-09-27 15:08:00.000 +0200|               |0             |
|2024-0059656|EB21     |Makwande                  |KP09PHGP  |2024-10-10 16:00:00.000|2024-10-11 10:39:00.000|88         |2024-10-10 16:00:00.000 +0200|67,140         |211           |
|2024-0059744|EB23     |Makwande                  |KNP803MP  |2024-10-11 00:17:00.000|                       |89.88      |2024-10-11 00:17:00.000 +0200|               |0             |
|2024-0059744|EB23     |Makwande                  |KNM191MP  |2024-10-11 00:17:00.000|                       |72.68      |2024-10-11 00:17:00.000 +0200|               |0             |
|2024-0063588|EB06     |ManLine Energy            |KBL322MP  |2024-10-28 18:58:00.000|                       |91.27      |2024-10-28 18:50:00.000 +0200|               |0             |
|2024-0048810|EB06     |ManLine Energy            |KPV575MP  |2024-08-20 16:33:00.000|                       |92.72      |2024-08-20 16:19:00.000 +0200|               |0             |
|2024-0051777|EA33     |Unitrans Supply Chain Sols|CAA548852 |                       |                       |75.43      |                             |               |83            |
|2024-0062277|EB23     |Makwande                  |KNM193MP  |2024-10-22 17:59:00.000|                       |83.96      |2024-10-22 17:57:00.000 +0200|               |0             |
|2024-0063050|EB06     |Tanker Services Fuel      |KP69WCGP  |2024-10-26 10:12:00.000|                       |86.06      |2024-10-26 10:03:00.000 +0200|               |0             |
|2024-0056289|EB06     |Tanker Services Fuel      |KP80NNGP  |2024-09-24 23:04:00.000|                       |81.86      |2024-09-24 22:52:00.000 +0200|               |0             |
|2024-0056966|EB06     |Makwande                  |JR54VBGP  |2024-09-28 07:49:00.000|                       |93.32      |2024-09-28 07:43:00.000 +0200|               |0             |
|2024-0060165|EB23     |Makwande                  |JMJ091MP  |2024-10-13 08:47:00.000|                       |67.73      |2024-10-13 08:45:00.000 +0200|               |0             |
|2024-0063756|EB06     |Tanker Services Fuel      |KP74KMGP  |2024-10-29 13:51:00.000|                       |94.98      |2024-10-29 13:51:00.000 +0200|               |0             |
|2024-0063756|EB06     |Tanker Services Fuel      |KP80ZYGP  |2024-10-29 13:51:00.000|                       |45.2       |2024-10-29 13:51:00.000 +0200|               |0             |
|2024-0045408|EB21     |Makwande                  |JNG703MP  |2024-08-04 08:57:00.000|2024-08-04 15:00:00.000|65.73      |2024-08-04 08:57:00.000 +0200|21,780         |134           |
|2024-0045408|EB21     |Makwande                  |JNG701MP  |2024-08-04 08:57:00.000|2024-08-04 15:00:00.000|77.94      |2024-08-04 08:57:00.000 +0200|21,780         |134           |
|2024-0054269|EA33     |Unitrans Supply Chain Sols|CAA548852 |2024-09-15 08:25:00.000|2024-09-15 15:45:00.000|75.01      |2024-09-15 08:03:00.000 +0200|26,400         |130           |
|2024-0062723|EB21     |Makwande                  |KN52WDGP  |2024-10-24 19:09:00.000|2024-10-24 23:14:00.000|90.23      |2024-10-24 19:09:00.000 +0200|14,700         |40            |
|2024-0057037|EB06     |Tanker Services Fuel      |KP69YSGP  |2024-09-28 13:17:00.000|                       |92.48      |2024-09-28 13:13:00.000 +0200|               |0             |
|2024-0058671|EB06     |Tanker Services Fuel      |KP69YSGP  |2024-10-06 11:30:00.000|                       |83.97      |2024-10-06 11:21:00.000 +0200|               |0             |
|2024-0047858|EB21     |Makwande                  |KP09PHGP  |2024-08-16 08:39:00.000|2024-08-16 19:57:00.000|94.75      |2024-08-16 08:30:00.000 +0200|40,680         |440           |
|2024-0052183|EB21     |Makwande                  |KN31RWGP  |2024-09-05 16:24:00.000|2024-09-05 21:50:00.000|88.43      |2024-09-05 16:14:00.000 +0200|19,560         |71            |
|2024-0062704|EB06     |Tanker Services Fuel      |KP69YSGP  |2024-10-24 16:50:00.000|2024-10-25 00:58:00.000|58.54      |2024-10-24 16:18:00.000 +0200|29,280         |97            |
|2024-0052297|EB21     |Makwande                  |KP75JPGP  |2024-09-06 08:24:00.000|                       |93.44      |2024-09-06 08:24:00.000 +0200|               |0             |
|2024-0053549|EB21     |Makwande                  |KP75JPGP  |2024-09-11 20:57:00.000|2024-09-11 23:25:00.000|45.54      |2024-09-11 20:57:00.000 +0200|8,880          |10            |
|2024-0055399|EB21     |Unitrans Supply Chain Sols|CAA425430 |2024-09-20 11:35:00.000|                       |90.49      |2024-09-20 11:23:00.000 +0200|               |0             |
|2024-0046382|EA33     |Unitrans Supply Chain Sols|CAA173582 |2024-08-08 17:22:00.000|2024-08-08 23:30:00.000|93.12      |2024-08-08 17:21:00.000 +0200|22,080         |108           |
|2024-0063086|EB05     |Tanker Services Fuel      |KP57JXGP  |2024-10-26 12:23:00.000|                       |91.09      |2024-10-26 12:16:00.000 +0200|               |0             |
|2024-0055669|EB21     |Unitrans Supply Chain Sols|CAA425430 |2024-09-21 20:27:00.000|                       |86.01      |2024-09-21 20:26:00.000 +0200|               |0             |
|2024-0056521|EB06     |Tanker Services Fuel      |KP80GGGP  |2024-09-26 00:09:00.000|                       |66         |2024-09-25 23:58:00.000 +0200|               |0             |
|2024-0059275|EB23     |Makwande                  |KPR059MP  |2024-10-08 23:35:00.000|2024-10-09 20:20:00.000|70.65      |2024-10-08 23:34:00.000 +0200|74,700         |569           |
|2024-0063654|EB21     |Makwande                  |KP57DGGP  |2024-10-29 03:39:00.000|                       |83.11      |2024-10-29 03:39:00.000 +0200|               |0             |
|2024-0047909|EB06     |Tanker Services Fuel      |KP69XNGP  |2024-08-16 10:25:00.000|2024-08-16 18:01:00.000|86.65      |2024-08-16 10:15:00.000 +0200|27,360         |133           |
|2024-0045462|EA33     |Unitrans Supply Chain Sols|CAA329932 |2024-08-04 13:28:00.000|2024-08-04 19:25:00.000|61.44      |2024-08-04 13:25:00.000 +0200|21,420         |72            |
|2024-0045493|EA33     |Unitrans Supply Chain Sols|CAA418992 |2024-08-04 20:23:00.000|2024-08-05 00:30:00.000|92.22      |2024-08-04 19:17:00.000 +0200|14,820         |90            |
|2024-0045652|EA33     |Unitrans Supply Chain Sols|CAA170724 |2024-08-05 13:19:00.000|2024-08-05 18:42:00.000|83.37      |2024-08-05 12:45:00.000 +0200|19,380         |92            |
|2024-0051759|EB21     |Makwande                  |KS49VWGP  |                       |                       |89.24      |                             |               |142           |
|2024-0052641|EB21     |Makwande                  |KP41VSGP  |2024-09-07 19:07:00.000|                       |75.85      |2024-09-07 19:06:00.000 +0200|               |0             |
|2024-0058184|EB21     |Makwande                  |KS49XBGP  |2024-10-04 02:58:00.000|                       |83.29      |2024-10-04 02:56:00.000 +0200|               |0             |
|2024-0061148|EA33     |Unitrans Supply Chain Sols|CAA130026 |2024-10-17 11:29:00.000|                       |76.8       |2024-10-17 11:28:00.000 +0200|               |0             |
|2024-0047620|EB06     |Tanker Services Fuel      |KP69YSGP  |2024-08-14 22:28:00.000|2024-08-15 11:22:00.000|94.79      |2024-08-14 22:18:00.000 +0200|46,440         |179           |
|2024-0062079|EB06     |Reef Tankers              |HH81RLGP  |2024-10-21 21:37:00.000|                       |78.84      |2024-10-21 21:20:00.000 +0200|               |0             |
|2024-0054249|EA33     |Unitrans Supply Chain Sols|CAA198199 |2024-09-15 00:32:00.000|2024-09-15 15:50:00.000|94.64      |2024-09-15 00:31:00.000 +0200|55,080         |78            |
|2024-0055350|EB08     |Tanker Services Fuel      |KR53HNGP  |2024-09-20 09:06:00.000|                       |84.67      |2024-09-20 08:08:00.000 +0200|               |0             |
|2024-0046870|EB23     |Makwande                  |KNM193MP  |2024-08-11 19:12:00.000|                       |64.18      |2024-08-11 19:09:00.000 +0200|               |0             |
|2024-0047404|EA33     |Unitrans Supply Chain Sols|CAA419040 |2024-08-13 23:47:00.000|2024-08-14 07:38:00.000|90.98      |2024-08-13 22:53:00.000 +0200|28,260         |61            |
|2024-0048346|EB06     |Tanker Services Fuel      |KP80MRGP  |2024-08-18 22:20:00.000|                       |94.13      |2024-08-18 22:13:00.000 +0200|               |0             |
|2024-0062426|EB06     |Reef Tankers              |LB66TNGP  |2024-10-23 11:36:00.000|                       |83.36      |2024-10-23 11:10:00.000 +0200|               |0             |
|2024-0053730|EB21     |Makwande                  |KNF950MP  |2024-09-12 00:59:00.000|                       |90.66      |2024-09-12 00:57:00.000 +0200|               |0             |
|2024-0054858|EA33     |Unitrans Supply Chain Sols|CAA425312 |2024-09-17 23:39:00.000|2024-09-18 09:12:00.000|92.5       |2024-09-17 23:04:00.000 +0200|34,380         |91            |
|2024-0059892|EA33     |Makwande                  |KN52WDGP  |2024-10-11 15:15:00.000|                       |84.37      |2024-10-11 15:11:00.000 +0200|               |0             |
|2024-0045541|EA33     |Unitrans Supply Chain Sols|CAA192673 |2024-08-04 23:59:00.000|                       |93.83      |2024-08-04 23:09:00.000 +0200|               |0             |
|2024-0045541|EA33     |Unitrans Supply Chain Sols|CAA192673 |2024-08-04 23:59:00.000|2024-08-05 18:45:00.000|93.83      |2024-08-04 23:09:00.000 +0200|67,560         |85            |
|2024-0051527|EB23     |Makwande                  |JMJ091MP  |                       |                       |94.47      |                             |               |232           |
|2024-0063740|EB06     |Tanker Services Fuel      |KR44GGGP  |2024-10-29 11:52:00.000|                       |89.25      |2024-10-29 11:52:00.000 +0200|               |0             |
|2024-0063740|EB06     |Tanker Services Fuel      |KR15VMGP  |2024-10-29 11:52:00.000|                       |84.09      |2024-10-29 11:52:00.000 +0200|               |0             |
|2024-0054074|EB06     |Reef Tankers              |LV19PNGP  |2024-09-14 03:42:00.000|                       |92.65      |2024-09-14 03:37:00.000 +0200|               |0             |
|2024-0054376|EA33     |Unitrans Supply Chain Sols|CAA142820 |2024-09-16 00:11:00.000|                       |79.42      |2024-09-16 00:07:00.000 +0200|               |0             |
|2024-0048642|EA33     |Unitrans Supply Chain Sols|CAA418992 |2024-08-19 23:59:00.000|2024-08-20 12:04:00.000|94.07      |2024-08-19 23:56:00.000 +0200|43,500         |70            |
|2024-0048315|EA33     |Unitrans Supply Chain Sols|CAA198199 |2024-08-18 18:48:00.000|2024-08-18 21:01:00.000|92.71      |2024-08-18 18:45:00.000 +0200|7,980          |41            |
|2024-0048795|EB21     |Makwande                  |KS49WFGP  |2024-08-20 15:32:00.000|2024-08-20 21:41:00.000|89.92      |2024-08-20 15:32:00.000 +0200|22,140         |107           |
|2024-0063022|EB21     |Makwande                  |KNF950MP  |2024-10-26 08:35:00.000|2024-10-26 20:29:00.000|93.31      |2024-10-26 08:35:00.000 +0200|42,840         |330           |
|2024-0057212|EB21     |Makwande                  |KN67GLGP  |2024-09-29 15:28:00.000|                       |88.01      |2024-09-29 15:28:00.000 +0200|               |0             |
|2024-0048736|EA33     |Unitrans Supply Chain Sols|CAA198199 |2024-08-20 10:54:00.000|2024-08-20 16:30:00.000|93.55      |2024-08-20 10:10:00.000 +0200|20,160         |120           |
|2024-0048036|EA33     |Reef Tankers              |DX35GDGP  |2024-08-16 20:26:00.000|2024-08-17 14:44:00.000|94.19      |2024-08-16 20:21:00.000 +0200|65,880         |367           |
|2024-0049750|EA33     |Unitrans Supply Chain Sols|CAA419040 |2024-08-25 03:31:00.000|2024-08-25 22:18:00.000|94.87      |2024-08-25 03:29:00.000 +0200|67,620         |310           |
|2024-0054353|EB21     |Unitrans Supply Chain Sols|CAA457059 |2024-09-15 21:30:00.000|2024-09-16 01:25:00.000|94.94      |2024-09-15 21:30:00.000 +0200|14,100         |204           |
|2024-0055005|EB21     |Makwande                  |KN23LYGP  |2024-09-18 15:03:00.000|                       |90.8       |2024-09-18 15:03:00.000 +0200|               |0             |
|2024-0048948|EB21     |Makwande                  |KP41VSGP  |2024-08-21 10:22:00.000|                       |81.93      |2024-08-21 10:22:00.000 +0200|               |0             |
|2024-0049784|EB21     |Makwande                  |KP09PHGP  |2024-08-25 19:47:00.000|2024-08-26 08:08:00.000|80.42      |2024-08-25 19:47:00.000 +0200|44,460         |217           |
|2024-0063308|EA33     |Unitrans Supply Chain Sols|CAA198211 |2024-10-27 16:43:00.000|2024-10-27 23:45:00.000|90.99      |2024-10-27 16:42:00.000 +0200|25,320         |90            |
|2024-0054771|EB06     |Tanker Services Fuel      |KP80HXGP  |2024-09-17 14:30:00.000|                       |87.12      |2024-09-17 14:19:00.000 +0200|               |0             |
|2024-0057278|EA33     |Unitrans Supply Chain Sols|CAA548852 |2024-09-29 23:52:00.000|2024-09-30 09:45:00.000|80.71      |2024-09-29 23:14:00.000 +0200|35,580         |100           |
|2024-0057086|EB06     |Reef Tankers              |LV19ZMGP  |2024-09-28 18:11:00.000|                       |90.86      |2024-09-28 17:54:00.000 +0200|               |0             |
|2024-0060351|EB08     |Tanker Services Fuel      |KP80LYGP  |2024-10-14 08:24:00.000|2024-10-14 18:31:00.000|79.85      |2024-10-14 08:23:00.000 +0200|36,420         |314           |
|2024-0060276|EB23     |Makwande                  |KPR059MP  |2024-10-13 20:02:00.000|                       |75.35      |2024-10-13 20:02:00.000 +0200|               |0             |
|2024-0046381|EA33     |Unitrans Supply Chain Sols|CAA548852 |2024-08-08 19:11:00.000|2024-08-08 23:37:00.000|79.75      |2024-08-08 19:10:00.000 +0200|15,960         |104           |
|2024-0062419|EA33     |Unitrans Supply Chain Sols|CAA198199 |2024-10-23 10:54:00.000|2024-10-23 14:00:00.000|86.87      |2024-10-23 10:09:00.000 +0200|11,160         |76            |
|2024-0056105|EA33     |Unitrans Supply Chain Sols|CAA329952 |2024-09-24 00:43:00.000|                       |82.49      |2024-09-24 00:41:00.000 +0200|               |0             |
|2024-0056516|EA33     |Unitrans Supply Chain Sols|CAA329952 |2024-09-25 23:15:00.000|2024-09-25 23:16:00.000|73.67      |2024-09-25 16:12:00.000 +0200|60             |38            |
|2024-0058527|EB05     |Reef Tankers              |JN19RYGP  |2024-10-05 15:48:00.000|                       |94.88      |2024-10-05 15:47:00.000 +0200|               |0             |
|2024-0046424|EB21     |Makwande                  |KS49XBGP  |2024-08-09 06:00:00.000|2024-08-09 11:10:00.000|84.93      |2024-08-09 02:27:00.000 +0200|18,600         |226           |
|2024-0046424|EB21     |Makwande                  |KS49WFGP  |2024-08-09 06:00:00.000|2024-08-09 11:10:00.000|90.28      |2024-08-09 02:27:00.000 +0200|18,600         |226           |
|2024-0049102|EB21     |Makwande                  |KP09PHGP  |2024-08-21 23:41:00.000|2024-08-22 09:14:00.000|84.82      |2024-08-21 23:41:00.000 +0200|34,380         |58            |
|2024-0062445|EA33     |Unitrans Supply Chain Sols|CAA173582 |2024-10-23 13:22:00.000|                       |90.16      |2024-10-23 11:44:00.000 +0200|               |0             |
|2024-0054254|EA33     |Unitrans Supply Chain Sols|CAA198211 |2024-09-15 00:55:00.000|                       |82.24      |2024-09-15 00:49:00.000 +0200|               |0             |
|2024-0055647|EA33     |Unitrans Supply Chain Sols|CAA425438 |2024-09-21 16:22:00.000|                       |84.55      |2024-09-21 16:08:00.000 +0200|               |0             |
|2024-0059726|EA33     |Unitrans Supply Chain Sols|CAA425318 |2024-10-10 22:22:00.000|2024-10-11 09:55:00.000|42.08      |2024-10-10 22:20:00.000 +0200|41,580         |97            |
|2024-0045370|EB06     |Tanker Services Fuel      |KR15VMGP  |2024-08-03 21:23:00.000|                       |80.4       |2024-08-03 21:06:00.000 +0200|               |0             |
|2024-0048343|EB21     |Makwande                  |KS49XLGP  |2024-08-18 21:56:00.000|2024-08-19 02:40:00.000|91.08      |2024-08-18 21:56:00.000 +0200|17,040         |32            |
|2024-0048343|EB21     |Makwande                  |KS49WRGP  |2024-08-18 21:56:00.000|2024-08-19 02:40:00.000|90.64      |2024-08-18 21:56:00.000 +0200|17,040         |32            |
|2024-0048327|EA33     |Unitrans Supply Chain Sols|CAA329932 |2024-08-18 19:51:00.000|2024-08-19 01:12:00.000|92.85      |2024-08-18 19:47:00.000 +0200|19,260         |103           |
|2024-0049265|EB21     |Makwande                  |KN93YRGP  |2024-08-22 15:16:00.000|                       |93.75      |2024-08-22 15:10:00.000 +0200|               |0             |
|2024-0049992|EB06     |Tanker Services Fuel      |KP69YSGP  |2024-08-26 21:06:00.000|                       |78.82      |2024-08-26 20:47:00.000 +0200|               |0             |
|2024-0050257|EB21     |Makwande                  |KN31RWGP  |2024-08-27 23:21:00.000|                       |93.93      |2024-08-27 23:21:00.000 +0200|               |0             |
|2024-0056892|EB08     |Tanker Services Fuel      |KR53HNGP  |2024-09-27 17:57:00.000|2024-09-27 17:58:00.000|85.31      |2024-09-27 17:57:00.000 +0200|60             |375           |
|2024-0058485|EA33     |Unitrans Supply Chain Sols|CAA425430 |2024-10-05 12:40:00.000|2024-10-05 18:46:00.000|80.84      |2024-10-05 12:32:00.000 +0200|21,960         |149           |
|2024-0058737|EB23     |Makwande                  |KR60ZBGP  |2024-10-06 16:48:00.000|2024-10-06 21:00:00.000|86.92      |2024-10-06 16:39:00.000 +0200|15,120         |134           |
|2024-0052110|EA33     |Unitrans Supply Chain Sols|CAA548852 |2024-09-05 10:43:00.000|2024-09-05 19:09:00.000|78.96      |2024-09-05 10:34:00.000 +0200|30,360         |86            |
|2024-0062710|EB08     |Tanker Services Fuel      |KP69ZRGP  |2024-10-24 18:30:00.000|2024-10-25 06:15:00.000|90.71      |2024-10-24 17:30:00.000 +0200|42,300         |226           |
|2024-0063634|EB23     |Makwande                  |KNM209MP  |2024-10-29 00:18:00.000|                       |66.41      |2024-10-29 00:17:00.000 +0200|               |0             |
|2024-0056277|EB21     |Makwande                  |KN23LYGP  |2024-09-24 21:46:00.000|2024-09-24 23:56:00.000|81.32      |2024-09-24 21:46:00.000 +0200|7,800          |18            |
|2024-0056939|EB21     |Unitrans Supply Chain Sols|CAA329952 |2024-09-28 00:21:00.000|2024-09-28 17:20:00.000|92.96      |2024-09-28 00:16:00.000 +0200|61,140         |305           |
|2024-0058288|EB21     |Makwande                  |KN31RWGP  |2024-10-04 11:01:00.000|                       |90.87      |2024-10-04 11:00:00.000 +0200|               |0             |
|2024-0058666|EB21     |Makwande                  |KP09PHGP  |2024-10-06 10:39:00.000|2024-10-06 15:50:00.000|79.65      |2024-10-06 10:37:00.000 +0200|18,660         |153           |
|2024-0059141|EB05     |Reef Tankers              |DH83YLGP  |2024-10-08 11:01:00.000|                       |90.87      |2024-10-08 10:44:00.000 +0200|               |0             |
|2024-0048641|EB06     |Tanker Services Fuel      |KP70BFGP  |2024-08-19 23:49:00.000|2024-08-20 08:43:00.000|84.52      |2024-08-19 23:24:00.000 +0200|32,040         |89            |
|2024-0049103|EA33     |Unitrans Supply Chain Sols|CAA170724 |2024-08-21 23:40:00.000|2024-08-22 20:31:00.000|81.17      |2024-08-21 23:21:00.000 +0200|75,060         |75            |
|2024-0049322|EA33     |Unitrans Supply Chain Sols|CAA425438 |2024-08-22 21:58:00.000|                       |91.58      |2024-08-22 21:42:00.000 +0200|               |0             |
|2024-0058184|EB21     |Makwande                  |KS49WFGP  |2024-10-04 02:58:00.000|                       |92.69      |2024-10-04 02:56:00.000 +0200|               |0             |
|2024-0047162|EA33     |Unitrans Supply Chain Sols|CAA192673 |2024-08-12 23:07:00.000|2024-08-13 02:45:00.000|52.02      |2024-08-12 22:39:00.000 +0200|13,080         |89            |
|2024-0044983|EA33     |Unitrans Supply Chain Sols|CAA425312 |2024-08-01 20:44:00.000|                       |85.32      |2024-08-01 20:40:00.000 +0200|               |0             |
|2024-0044983|EA33     |Unitrans Supply Chain Sols|CAA425312 |2024-08-01 20:44:00.000|2024-08-02 10:07:00.000|85.32      |2024-08-01 20:40:00.000 +0200|48,180         |67            |
|2024-0046856|EB06     |Tanker Services Fuel      |KP80HXGP  |2024-08-11 17:48:00.000|                       |85.67      |2024-08-11 17:40:00.000 +0200|               |0             |
|2024-0049679|EB06     |Reef Tankers              |HJ73JCGP  |2024-08-24 14:44:00.000|                       |93.95      |2024-08-24 14:39:00.000 +0200|               |0             |
|2024-0063048|EB21     |Unitrans Supply Chain Sols|CAA548852 |2024-10-26 10:04:00.000|2024-10-27 08:10:00.000|91.02      |2024-10-26 10:02:00.000 +0200|79,560         |422           |
|2024-0056304|EB21     |Makwande                  |KN23MGGP  |2024-09-25 06:00:00.000|                       |89.27      |2024-09-25 02:01:00.000 +0200|               |0             |
|2024-0059049|EA33     |Unitrans Supply Chain Sols|CAA329932 |2024-10-07 22:49:00.000|2024-10-08 08:06:00.000|78.65      |2024-10-07 22:46:00.000 +0200|33,420         |32            |
|2024-0063375|EA33     |Unitrans Supply Chain Sols|CAA457059 |2024-10-28 01:27:00.000|2024-10-29 00:47:00.000|92.87      |2024-10-28 01:24:00.000 +0200|84,000         |243           |
|2024-0063595|EA33     |Unitrans Supply Chain Sols|CAA192673 |2024-10-28 19:43:00.000|2024-10-28 23:21:00.000|88.28      |2024-10-28 19:39:00.000 +0200|13,080         |122           |
|2024-0045224|EA33     |Unitrans Supply Chain Sols|CAA170724 |2024-08-03 02:42:00.000|                       |92         |2024-08-03 02:24:00.000 +0200|               |0             |
|2024-0045224|EA33     |Unitrans Supply Chain Sols|CAA170724 |2024-08-03 02:42:00.000|2024-08-03 08:58:00.000|92         |2024-08-03 02:24:00.000 +0200|22,560         |48            |
|2024-0053943|EB21     |Makwande                  |KN23LXGP  |2024-09-13 14:48:00.000|                       |86.66      |2024-09-13 14:48:00.000 +0200|               |0             |
|2024-0054383|EB06     |Tanker Services Fuel      |KP70BFGP  |2024-09-16 03:11:00.000|                       |81.86      |2024-09-16 02:58:00.000 +0200|               |0             |
|2024-0056476|EB23     |Makwande                  |KR60ZBGP  |2024-09-25 18:51:00.000|2024-09-25 21:30:00.000|66.39      |2024-09-25 18:44:00.000 +0200|9,540          |66            |
|2024-0057785|EA33     |Unitrans Supply Chain Sols|CAA170724 |2024-10-02 09:41:00.000|2024-10-02 19:21:00.000|94.03      |2024-10-02 09:26:00.000 +0200|34,800         |79            |
|2024-0058619|EB08     |Tanker Services Fuel      |KP69ZRGP  |2024-10-06 08:22:00.000|                       |92.14      |2024-10-06 08:22:00.000 +0200|               |0             |
|2024-0045319|EB05     |Tanker Services Fuel      |KP57JKGP  |2024-08-03 14:14:00.000|                       |81.06      |2024-08-03 14:13:00.000 +0200|               |0             |
|2024-0047818|EB06     |Tanker Services Fuel      |KP80GGGP  |2024-08-15 22:27:00.000|2024-08-16 08:39:00.000|94.69      |2024-08-15 22:22:00.000 +0200|36,720         |63            |
|2024-0048758|EA33     |Reef Tankers              |LC21FKGP  |2024-08-20 12:33:00.000|                       |92.89      |2024-08-20 12:31:00.000 +0200|               |0             |
|2024-0049792|EB21     |Makwande                  |KN93YRGP  |2024-08-25 21:16:00.000|                       |73.16      |2024-08-25 21:16:00.000 +0200|               |0             |
|2024-0052994|EB05     |Tanker Services Fuel      |KP57JKGP  |2024-09-09 13:39:00.000|                       |77.79      |2024-09-09 13:33:00.000 +0200|               |0             |
|2024-0057056|EB05     |Reef Tankers              |JN19RLGP  |2024-09-28 14:59:00.000|                       |82.56      |2024-09-28 14:35:00.000 +0200|               |0             |
|2024-0045222|EB21     |Makwande                  |KN67GLGP  |2024-08-03 02:34:00.000|                       |92.77      |2024-08-03 02:29:00.000 +0200|               |0             |
|2024-0045625|EB21     |Makwande                  |KN23MGGP  |2024-08-05 11:15:00.000|                       |91.12      |2024-08-05 11:14:00.000 +0200|               |0             |
|2024-0045625|EB21     |Makwande                  |KN23MGGP  |2024-08-05 11:15:00.000|2024-08-05 13:18:00.000|91.12      |2024-08-05 11:14:00.000 +0200|7,380          |14            |
|2024-0048201|EB06     |Maphalakarabo             |FPC349L   |2024-08-17 15:43:00.000|                       |84.92      |2024-08-17 15:38:00.000 +0200|               |0             |
|2024-0056450|EA33     |Unitrans Supply Chain Sols|CAA142820 |2024-09-25 16:18:00.000|2024-09-26 02:33:00.000|82.67      |2024-09-25 15:50:00.000 +0200|36,900         |99            |
|2024-0059051|EA33     |Unitrans Supply Chain Sols|CAA425438 |2024-10-07 23:38:00.000|                       |93.21      |2024-10-07 23:35:00.000 +0200|               |0             |
|2024-0060758|EB05     |Anax Logistics            |JDH103EC  |2024-10-15 19:58:00.000|                       |83.53      |2024-10-15 00:00:00.000 +0200|               |0             |
|2024-0047115|EA33     |Unitrans Supply Chain Sols|CAA198211 |2024-08-12 17:18:00.000|2024-08-12 21:30:00.000|93.29      |2024-08-12 17:15:00.000 +0200|15,120         |90            |
|2024-0051517|EA33     |Unitrans Supply Chain Sols|CAA192673 |                       |                       |58.28      |                             |               |322           |
|2024-0062492|EA33     |Unitrans Supply Chain Sols|CAA198199 |2024-10-23 17:16:00.000|2024-10-23 21:32:00.000|93.88      |2024-10-23 17:14:00.000 +0200|15,360         |75            |
|2024-0063809|EA33     |Unitrans Supply Chain Sols|CAA198211 |2024-10-29 20:46:00.000|                       |93.51      |2024-10-29 20:04:00.000 +0200|               |0             |
|2024-0055281|EA33     |Unitrans Supply Chain Sols|CAA329952 |2024-09-19 21:16:00.000|2024-09-20 00:14:00.000|77.95      |2024-09-19 20:45:00.000 +0200|10,680         |52            |
|2024-0058748|EB21     |Makwande                  |KS49XBGP  |2024-10-06 19:44:00.000|2024-10-07 09:31:00.000|61.84      |2024-10-06 19:44:00.000 +0200|49,620         |14            |
